Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Monthly_Balance,Payment_Behaviour,Credit_Score_Category,Credit_Default
44,48246.72,3253.28,4,6,5,6,1,1,Standard,9002.44,33.36,157,No,157.18,1265.91,Low_spent_Medium_value_payments,Standard,0
69,30927.94,1861.67,5,2,0,4,4,5,Good,17062.07,12.11,252,Yes,1303.17,50.0,High_spent_Small_value_payments,Standard,1
30,60358.83,3762.92,5,4,1,8,2,1,Standard,30848.02,16.43,37,Yes,2298.75,59.66,Low_spent_Medium_value_payments,Poor,1
58,15000.0,911.29,2,4,4,0,0,3,Standard,1892.69,21.29,340,Yes,43.25,480.9,High_spent_Small_value_payments,Good,0
20,34219.24,2264.6,7,5,2,6,2,4,Standard,4020.64,12.21,19,Yes,154.68,1383.62,Low_spent_Small_value_payments,Poor,1
56,25293.62,1724.9,3,5,3,1,2,4,Standard,7144.69,32.8,169,No,175.56,581.49,Low_spent_Small_value_payments,Standard,1
23,47068.43,2880.49,2,5,2,3,0,3,Good,9508.84,30.99,27,No,468.8,1273.27,High_spent_Medium_value_payments,Good,0
25,48147.6,3326.13,8,5,2,6,2,2,Standard,20839.06,25.4,68,No,992.12,1153.6,Low_spent_Medium_value_payments,Poor,0
44,23752.06,1568.06,4,6,3,8,4,5,Bad,6812.74,27.92,255,Yes,187.68,887.25,High_spent_Large_value_payments,Poor,1
26,23687.33,1598.29,4,7,1,6,2,4,Bad,3271.03,12.57,67,Yes,226.19,615.57,High_spent_Medium_value_payments,Poor,1
54,33982.49,2396.56,6,6,2,8,5,1,Bad,6000.24,22.42,228,Yes,253.15,1285.25,High_spent_Medium_value_payments,Poor,1
50,21205.47,1291.55,3,9,1,0,2,1,Good,10589.53,39.69,118,Yes,718.39,50.0,Low_spent_Medium_value_payments,Standard,0
68,60185.71,4198.75,3,3,3,2,1,6,Bad,12025.8,54.57,370,Yes,378.32,2303.57,High_spent_Small_value_payments,Poor,1
59,29099.48,1785.72,2,3,1,0,1,2,Good,2288.32,28.47,230,Yes,184.89,810.32,Low_spent_Small_value_payments,Good,0
61,15000.0,963.86,4,2,1,5,3,5,Standard,2508.19,43.11,218,Yes,185.12,281.01,Low_spent_Small_value_payments,Poor,0
41,29001.61,2007.61,3,3,2,1,3,2,Good,1536.95,21.59,215,No,70.81,866.16,High_spent_Small_value_payments,Good,0
32,19474.74,1359.68,9,4,2,0,1,6,Good,2763.39,3.72,82,No,99.72,602.49,Low_spent_Medium_value_payments,Good,0
49,15000.0,982.29,1,4,1,0,3,5,Good,4464.84,36.6,206,Yes,401.22,144.45,High_spent_Small_value_payments,Standard,1
49,17284.13,1148.29,6,3,3,0,2,1,Standard,6330.2,45.93,182,Yes,185.64,317.75,High_spent_Medium_value_payments,Poor,0
41,38779.42,2624.27,2,9,4,2,0,4,Good,1236.26,19.71,191,Yes,22.27,1448.39,High_spent_Medium_value_payments,Good,0
58,80594.4,5562.75,5,7,4,4,1,4,Standard,6239.36,11.05,168,No,138.53,2949.34,Low_spent_Small_value_payments,Good,1
69,43822.85,2687.06,3,2,4,3,0,1,Standard,13680.05,11.07,404,No,317.17,899.74,Low_spent_Small_value_payments,Good,0
66,25237.8,1735.75,5,5,1,8,4,3,Standard,5251.92,15.94,323,Yes,486.24,497.4,High_spent_Medium_value_payments,Standard,0
66,47740.84,3113.36,5,3,2,2,1,5,Good,26903.67,14.16,423,Yes,1167.38,872.8,Low_spent_Large_value_payments,Good,0
69,27571.72,1788.9,4,8,1,1,3,3,Good,1908.24,73.22,345,Yes,133.34,705.39,Low_spent_Small_value_payments,Standard,1
29,23938.42,1546.24,3,6,3,7,3,2,Standard,2070.71,11.81,60,Yes,49.95,949.65,Low_spent_Small_value_payments,Standard,1
56,18167.37,1190.26,2,4,3,2,4,1,Good,1394.97,3.79,127,Yes,35.61,463.28,High_spent_Medium_value_payments,Good,1
19,15000.0,1053.57,3,3,2,12,4,2,Standard,3004.7,19.3,6,No,147.1,563.23,Low_spent_Large_value_payments,Poor,0
20,28740.02,1895.08,2,4,0,2,1,3,Standard,4324.43,10.06,10,Yes,302.11,991.82,Low_spent_Large_value_payments,Standard,0
66,39927.96,2807.98,3,5,2,4,2,3,Bad,5255.56,25.73,477,No,223.31,1285.72,Low_spent_Large_value_payments,Good,0
54,34270.01,2123.13,2,4,4,7,1,7,Standard,7072.59,50.25,161,No,170.47,885.35,High_spent_Large_value_payments,Poor,1
66,28294.42,1919.63,2,4,0,4,2,0,Bad,5346.58,21.1,437,Yes,434.53,508.31,High_spent_Small_value_payments,Standard,0
34,20589.83,1416.57,4,7,1,23,7,2,Good,6378.71,49.96,100,No,612.59,319.91,Low_spent_Large_value_payments,Poor,1
66,52310.26,3523.47,2,5,4,2,5,4,Standard,13246.23,32.49,120,Yes,256.42,1934.97,High_spent_Medium_value_payments,Poor,1
19,16477.0,1096.96,4,7,1,0,0,4,Good,6614.55,33.15,6,No,538.5,117.65,Low_spent_Medium_value_payments,Standard,0
19,57850.46,3825.0,3,4,2,2,0,0,Good,27052.61,57.77,10,Yes,1170.43,1254.55,Low_spent_Large_value_payments,Poor,1
45,19903.88,1379.87,4,8,1,0,1,1,Good,7183.54,13.95,134,Yes,634.81,155.67,High_spent_Large_value_payments,Good,0
40,23121.98,1593.13,3,5,3,0,1,3,Good,3969.5,9.44,161,No,105.53,972.38,High_spent_Medium_value_payments,Good,0
54,15061.98,923.67,5,7,3,8,3,2,Standard,5056.51,37.72,261,Yes,138.21,393.24,Low_spent_Small_value_payments,Poor,1
49,26880.56,1859.95,2,2,1,2,2,2,Bad,3360.81,46.77,246,No,292.68,831.17,Low_spent_Medium_value_payments,Poor,0
50,65198.22,4204.36,4,6,3,1,3,2,Good,24332.36,35.37,332,No,770.92,1454.57,High_spent_Large_value_payments,Good,0
18,49482.62,3104.95,4,7,0,1,3,3,Good,8402.83,20.89,6,Yes,660.07,1285.24,High_spent_Large_value_payments,Standard,0
36,65319.98,4534.68,5,11,2,18,5,6,Standard,12497.53,56.78,128,Yes,533.13,1512.33,High_spent_Medium_value_payments,Poor,1
19,49676.41,3213.08,5,5,0,0,1,4,Standard,12067.79,9.64,10,No,1109.73,415.72,Low_spent_Small_value_payments,Standard,0
61,18728.43,1287.72,5,10,2,6,3,5,Standard,4965.1,3.52,382,Yes,245.12,652.74,Low_spent_Medium_value_payments,Good,0
43,29778.04,1871.66,4,4,1,0,1,4,Bad,6684.48,10.19,113,Yes,472.64,788.48,High_spent_Small_value_payments,Poor,1
49,22739.99,1365.37,5,8,2,3,3,1,Standard,6679.89,23.66,135,No,231.52,658.5,Low_spent_Large_value_payments,Standard,0
23,80687.98,5274.37,6,3,1,3,1,2,Bad,33658.82,30.16,47,Yes,2285.71,210.44,High_spent_Small_value_payments,Poor,1
49,17710.75,1081.88,4,6,2,9,2,4,Good,3976.85,25.95,106,Yes,146.65,362.11,High_spent_Small_value_payments,Standard,0
21,62082.45,4232.31,4,4,0,3,0,3,Bad,27430.09,22.32,11,Yes,2312.61,415.9,High_spent_Medium_value_payments,Poor,1
28,62054.75,3908.88,3,5,3,8,4,6,Good,10194.66,59.87,82,Yes,245.64,1847.0,Low_spent_Small_value_payments,Poor,0
34,108855.01,7054.48,4,8,1,1,4,4,Good,38514.4,24.95,63,Yes,2885.08,1410.47,Low_spent_Small_value_payments,Poor,1
55,28401.24,1730.85,5,4,2,1,4,2,Bad,5265.46,28.31,355,Yes,189.9,537.77,High_spent_Large_value_payments,Poor,0
41,55680.95,3513.77,3,9,3,10,5,1,Good,4444.11,27.39,93,Yes,142.2,1616.33,Low_spent_Medium_value_payments,Standard,0
22,142770.13,9774.92,8,4,3,1,0,5,Standard,20651.14,18.13,18,Yes,659.11,4872.38,Low_spent_Small_value_payments,Good,0
69,25069.69,1545.35,5,2,0,6,1,0,Standard,15566.07,2.49,346,No,1081.74,50.0,Low_spent_Large_value_payments,Good,0
51,15000.0,1005.16,3,5,3,0,1,4,Good,2300.6,30.4,247,No,59.52,437.28,High_spent_Small_value_payments,Good,0
23,15000.0,1049.08,3,5,1,1,2,2,Standard,1638.92,42.81,35,Yes,159.66,489.59,Low_spent_Medium_value_payments,Poor,1
39,55693.97,3751.82,2,4,4,0,1,1,Good,12408.75,43.89,132,Yes,271.97,1236.21,Low_spent_Small_value_payments,Standard,0
28,15000.0,1031.79,3,5,0,2,0,3,Good,6160.81,24.07,30,No,444.15,50.0,High_spent_Small_value_payments,Standard,0
65,29045.2,1777.0,4,5,0,7,5,1,Good,9759.9,12.73,345,Yes,914.24,67.49,Low_spent_Medium_value_payments,Good,0
33,47211.27,2960.91,7,5,1,5,3,3,Good,8094.23,43.93,131,Yes,623.43,731.12,High_spent_Small_value_payments,Standard,1
50,40583.03,2828.27,6,3,5,1,2,0,Standard,6827.48,5.24,202,No,130.27,1446.33,High_spent_Medium_value_payments,Good,0
26,46876.27,3175.73,4,3,2,3,3,6,Standard,6527.84,7.02,38,No,275.86,1400.58,High_spent_Small_value_payments,Standard,0
23,41496.9,2777.33,3,4,3,3,3,6,Bad,1922.71,49.85,17,Yes,57.53,1242.51,High_spent_Medium_value_payments,Poor,1
33,78223.04,5255.87,5,2,1,6,2,6,Standard,13557.14,29.83,77,No,1225.38,1042.1,High_spent_Small_value_payments,Poor,0
46,20508.82,1322.56,3,4,2,0,3,3,Standard,4296.89,19.51,284,Yes,146.63,766.34,High_spent_Medium_value_payments,Standard,0
20,24192.62,1463.23,4,5,1,6,5,4,Bad,12163.29,38.15,10,No,1024.26,50.0,High_spent_Medium_value_payments,Poor,1
37,22843.1,1564.71,5,6,5,1,2,3,Standard,4948.69,43.25,162,Yes,73.62,619.86,Low_spent_Small_value_payments,Poor,1
53,59761.39,4025.09,2,5,2,5,3,11,Standard,21291.89,9.63,171,Yes,980.6,1428.74,High_spent_Large_value_payments,Poor,1
36,62332.56,4059.22,10,7,3,0,2,3,Standard,19971.27,33.34,61,Yes,512.22,1908.52,Low_spent_Medium_value_payments,Poor,1
43,47607.0,3320.46,5,3,1,6,1,4,Standard,5080.51,18.02,244,No,354.54,1492.13,High_spent_Small_value_payments,Good,1
20,73872.52,4701.37,4,3,1,6,3,5,Standard,10712.44,47.01,8,No,930.1,1317.18,Low_spent_Medium_value_payments,Poor,1
36,17911.09,1131.77,4,4,2,1,1,3,Standard,7769.8,14.41,55,Yes,387.09,182.52,High_spent_Small_value_payments,Poor,1
37,98748.79,6858.63,3,6,1,11,5,3,Standard,41585.71,38.23,106,Yes,2806.69,50.0,High_spent_Small_value_payments,Poor,1
49,90575.87,6216.59,3,4,3,3,1,2,Good,23314.17,10.03,296,Yes,522.44,3720.53,High_spent_Large_value_payments,Good,0
24,56464.83,3702.9,5,8,1,4,1,2,Bad,4647.78,38.91,19,Yes,338.32,1655.36,Low_spent_Medium_value_payments,Poor,1
69,105776.04,6496.37,3,6,0,1,2,0,Standard,2754.98,46.15,191,Yes,196.12,3670.71,High_spent_Large_value_payments,Good,0
58,15000.0,934.95,3,4,1,3,1,3,Good,2356.51,73.63,336,No,214.28,327.66,Low_spent_Large_value_payments,Standard,0
50,26511.43,1779.16,3,8,2,0,3,3,Standard,8819.55,16.1,170,Yes,382.66,402.15,High_spent_Medium_value_payments,Standard,0
57,23360.88,1499.1,4,6,1,1,1,1,Good,7183.18,60.4,279,Yes,498.61,171.47,Low_spent_Large_value_payments,Standard,1
56,55987.72,3866.61,3,3,1,0,1,2,Standard,30766.31,10.75,209,No,2170.27,50.0,Low_spent_Small_value_payments,Standard,0
35,19339.71,1359.41,4,7,0,1,3,1,Bad,7770.72,26.69,180,No,715.25,50.0,High_spent_Small_value_payments,Poor,1
57,57210.75,3931.97,4,5,3,0,1,4,Good,11413.77,27.36,375,Yes,280.61,2419.66,High_spent_Small_value_payments,Good,0
18,82646.0,5296.79,4,7,3,1,0,7,Standard,12494.7,12.76,6,No,297.95,2742.1,High_spent_Medium_value_payments,Good,0
28,55111.94,3777.6,4,3,1,8,3,4,Bad,23379.49,11.95,80,Yes,1602.21,689.82,High_spent_Medium_value_payments,Poor,1
45,43055.73,2747.27,5,7,1,3,0,5,Good,18789.13,3.56,178,Yes,1749.08,68.66,Low_spent_Small_value_payments,Standard,0
42,20075.91,1240.9,7,5,4,4,1,3,Good,2031.83,45.2,139,Yes,49.8,528.05,High_spent_Large_value_payments,Standard,0
67,21848.54,1318.82,3,7,3,2,3,1,Standard,2290.14,48.55,120,Yes,72.32,702.36,High_spent_Small_value_payments,Poor,1
40,76862.34,4932.92,4,3,0,6,2,0,Good,22389.42,12.09,178,No,1503.23,1004.73,Low_spent_Large_value_payments,Good,0
48,57965.85,4045.35,6,6,1,12,4,2,Standard,13821.15,12.2,214,No,1035.99,694.73,High_spent_Medium_value_payments,Standard,0
47,35475.17,2220.36,2,6,2,6,2,5,Standard,7933.15,19.4,93,Yes,371.29,1151.33,Low_spent_Large_value_payments,Poor,1
59,28261.46,1758.91,5,5,1,1,2,2,Standard,4382.07,17.34,337,Yes,405.32,760.16,High_spent_Large_value_payments,Good,1
52,15000.0,1057.6,4,8,2,0,0,3,Bad,988.01,36.08,232,Yes,35.97,550.53,Low_spent_Medium_value_payments,Poor,0
24,19100.86,1151.23,7,4,1,0,1,5,Bad,4389.36,24.51,31,Yes,405.47,370.55,Low_spent_Small_value_payments,Poor,1
33,114330.82,7833.11,4,6,6,10,2,5,Bad,15675.51,35.94,64,Yes,201.42,3639.77,High_spent_Small_value_payments,Poor,1
43,16843.61,1069.26,2,7,3,2,2,6,Good,5607.33,28.28,194,Yes,186.18,344.2,Low_spent_Small_value_payments,Standard,0
65,40687.98,2457.8,5,8,2,0,5,2,Standard,16103.79,53.76,189,Yes,780.99,425.85,High_spent_Large_value_payments,Poor,0
69,66467.37,4648.92,4,3,0,12,4,3,Standard,37279.99,32.86,340,No,3254.24,50.0,Low_spent_Medium_value_payments,Poor,1
66,17103.64,1052.09,3,1,1,2,1,1,Bad,3026.04,29.58,412,Yes,248.88,256.19,High_spent_Small_value_payments,Standard,0
19,40571.71,2676.82,5,5,1,8,5,5,Good,20453.67,26.39,9,Yes,1725.44,50.0,Low_spent_Small_value_payments,Poor,1
18,63751.58,4014.37,7,4,1,1,2,1,Good,19720.42,52.87,6,No,1763.51,252.76,Low_spent_Small_value_payments,Poor,0
65,36588.88,2221.17,4,5,1,1,3,1,Bad,9691.71,27.68,271,No,700.47,462.05,High_spent_Medium_value_payments,Standard,0
29,203016.36,12290.78,7,5,3,18,6,2,Good,42769.13,22.55,75,Yes,1215.07,7375.64,High_spent_Small_value_payments,Good,0
22,15000.0,918.78,6,6,5,1,1,5,Standard,9682.83,32.38,20,No,178.61,387.57,High_spent_Small_value_payments,Poor,0
54,68544.41,4165.66,3,2,3,11,3,3,Standard,19941.9,8.32,348,Yes,455.18,1480.81,Low_spent_Small_value_payments,Good,0
49,32738.89,2234.08,5,7,1,2,2,2,Good,5125.87,7.69,246,Yes,380.13,615.65,Low_spent_Large_value_payments,Good,0
26,57708.06,3766.05,2,4,1,1,4,6,Standard,2649.06,37.55,43,No,250.12,1915.65,Low_spent_Small_value_payments,Standard,0
58,47324.54,3015.27,5,2,1,3,2,2,Standard,6406.23,42.81,154,Yes,514.69,1498.56,High_spent_Medium_value_payments,Poor,1
52,23390.99,1509.48,2,4,1,1,1,4,Standard,1117.56,30.96,360,Yes,80.43,540.6,High_spent_Large_value_payments,Standard,0
36,41664.21,2919.14,3,2,1,0,2,1,Standard,4327.12,6.89,188,No,330.84,1686.14,Low_spent_Small_value_payments,Good,0
65,15000.0,1048.0,6,7,1,0,1,3,Good,7573.84,13.64,204,Yes,686.51,50.0,High_spent_Large_value_payments,Good,0
33,52153.6,3533.57,2,4,5,0,0,1,Standard,4692.5,41.0,70,Yes,81.99,1579.74,Low_spent_Large_value_payments,Standard,0
20,43429.54,3022.0,5,5,2,3,0,1,Good,10842.02,17.01,9,Yes,469.5,1189.87,Low_spent_Small_value_payments,Good,0
37,53273.6,3380.89,2,9,0,1,1,3,Good,12878.21,3.21,100,Yes,1033.05,966.19,Low_spent_Large_value_payments,Good,0
41,68519.32,4394.05,4,6,1,0,2,6,Good,19255.62,44.59,116,No,1753.09,641.8,High_spent_Large_value_payments,Standard,0
50,45277.79,3017.7,3,7,4,0,3,0,Standard,1967.36,10.47,79,Yes,45.16,1837.7,Low_spent_Medium_value_payments,Good,0
41,39689.96,2649.54,5,4,1,1,1,1,Standard,19035.64,45.43,204,Yes,1728.94,103.15,Low_spent_Small_value_payments,Poor,1
69,21404.55,1395.97,4,4,2,7,1,2,Good,2807.4,6.87,367,Yes,130.93,479.61,Low_spent_Large_value_payments,Good,0
28,23686.67,1524.01,6,3,1,7,3,5,Good,7150.13,58.73,30,No,542.54,339.55,High_spent_Medium_value_payments,Poor,1
66,74016.31,5231.74,7,4,3,13,5,2,Standard,25899.84,18.84,507,Yes,837.75,1438.38,Low_spent_Medium_value_payments,Standard,0
25,85974.09,5923.23,5,5,3,5,3,3,Good,18761.06,9.83,36,No,487.76,3139.65,High_spent_Medium_value_payments,Good,0
53,31480.82,2037.2,6,2,9,1,2,4,Standard,1831.05,20.64,336,No,15.44,1291.62,High_spent_Large_value_payments,Good,0
55,37331.83,2534.05,8,7,4,4,1,3,Standard,1873.78,24.0,381,Yes,41.52,976.74,High_spent_Small_value_payments,Good,0
57,21104.28,1327.89,3,5,1,2,1,1,Standard,3126.69,33.94,98,Yes,308.84,305.72,Low_spent_Small_value_payments,Poor,1
37,73398.16,4483.54,5,3,5,0,3,3,Good,15682.62,15.13,199,No,235.89,1851.96,Low_spent_Small_value_payments,Good,1
52,54135.75,3454.84,7,6,2,0,2,5,Standard,22017.06,17.2,187,No,803.61,1069.91,Low_spent_Small_value_payments,Standard,1
65,116393.32,7491.72,4,8,3,6,1,6,Good,45483.84,28.91,152,Yes,1036.64,3714.16,High_spent_Small_value_payments,Standard,0
42,21439.84,1290.23,8,4,2,17,7,4,Standard,9961.11,30.21,171,Yes,410.04,469.36,Low_spent_Small_value_payments,Poor,1
52,28946.23,1992.28,7,1,5,5,3,4,Standard,9951.57,37.13,92,Yes,192.71,1076.15,High_spent_Small_value_payments,Poor,1
42,41725.49,2665.89,4,2,6,5,2,6,Bad,13283.61,44.72,118,No,214.04,929.39,Low_spent_Large_value_payments,Poor,1
46,53524.44,3548.02,2,3,2,8,3,6,Standard,5843.57,69.83,263,No,269.99,1197.55,High_spent_Small_value_payments,Poor,0
35,31907.6,1940.02,3,3,5,7,1,3,Bad,5119.01,14.36,153,Yes,76.83,988.63,Low_spent_Small_value_payments,Poor,1
63,21508.93,1331.31,5,8,2,6,2,2,Standard,9771.78,26.83,475,Yes,405.16,279.84,Low_spent_Medium_value_payments,Standard,0
35,61626.33,4291.56,5,2,0,8,4,2,Standard,11619.85,13.59,44,Yes,819.51,1006.43,High_spent_Small_value_payments,Poor,1
19,55976.16,3727.68,6,5,1,3,3,0,Bad,26156.75,18.04,7,No,2247.59,159.3,Low_spent_Large_value_payments,Poor,1
52,20957.16,1473.18,5,4,2,0,4,2,Bad,2097.38,48.71,111,Yes,103.55,568.6,Low_spent_Small_value_payments,Poor,1
33,81900.93,5800.21,5,6,2,6,2,3,Bad,37739.01,28.12,150,Yes,1730.13,617.61,High_spent_Large_value_payments,Poor,1
58,73285.59,4692.37,3,1,1,1,1,3,Standard,19105.01,36.93,108,No,1554.22,340.63,High_spent_Small_value_payments,Standard,1
53,39362.86,2489.19,7,6,2,12,4,1,Good,18050.93,43.95,355,Yes,799.75,270.98,High_spent_Small_value_payments,Standard,1
50,38091.97,2639.73,2,3,0,0,1,4,Good,4577.5,22.26,157,Yes,392.86,962.3,High_spent_Medium_value_payments,Good,0
21,50636.84,3586.01,2,3,1,0,2,5,Standard,10369.65,22.27,24,Yes,918.31,935.87,Low_spent_Small_value_payments,Poor,1
50,21654.71,1446.99,8,4,1,2,4,1,Good,9634.07,41.89,195,Yes,661.11,50.0,High_spent_Medium_value_payments,Standard,1
31,36975.8,2537.06,4,5,3,4,5,0,Bad,14153.81,17.46,97,No,414.02,625.36,High_spent_Small_value_payments,Poor,1
38,15000.0,1027.03,4,4,2,4,1,2,Good,1912.11,25.81,118,Yes,81.87,402.14,Low_spent_Large_value_payments,Standard,0
65,61443.5,3923.14,2,5,1,1,0,6,Standard,24890.37,11.94,395,No,2479.96,50.0,Low_spent_Small_value_payments,Good,0
37,15000.0,993.32,3,7,3,1,3,4,Standard,2192.64,29.08,73,Yes,50.46,562.79,High_spent_Small_value_payments,Poor,0
25,89505.19,6178.08,2,5,2,2,1,5,Bad,34564.98,12.11,35,Yes,1365.72,2890.53,High_spent_Large_value_payments,Poor,1
24,29790.0,2009.47,2,6,4,2,1,3,Standard,11096.01,20.22,26,Yes,263.31,676.19,High_spent_Small_value_payments,Poor,1
20,31984.28,1926.39,3,6,0,8,5,4,Bad,14039.85,17.06,9,No,1126.92,50.0,High_spent_Medium_value_payments,Poor,1
34,24918.35,1585.99,4,8,4,0,0,4,Good,6563.13,40.78,61,Yes,163.6,724.32,Low_spent_Large_value_payments,Standard,0
50,30551.73,1880.92,3,6,2,7,3,4,Standard,7967.37,11.86,241,Yes,275.68,1034.07,High_spent_Small_value_payments,Standard,0
65,85060.56,5318.32,8,5,2,12,5,2,Standard,32777.95,24.71,290,Yes,1106.05,2133.95,Low_spent_Medium_value_payments,Poor,1
29,15000.0,1047.14,5,5,2,7,2,3,Standard,492.19,28.02,63,No,22.44,525.68,Low_spent_Large_value_payments,Poor,1
68,78133.89,4719.26,5,7,3,10,7,3,Good,17670.11,40.58,481,No,579.31,1387.23,Low_spent_Large_value_payments,Good,0
39,44480.85,2774.77,4,5,1,5,4,2,Good,1174.08,10.38,156,Yes,80.37,1146.08,High_spent_Small_value_payments,Good,0
39,17602.34,1115.17,5,4,2,0,2,4,Good,2082.56,24.36,146,Yes,93.59,543.86,Low_spent_Medium_value_payments,Standard,0
63,19049.81,1270.3,5,7,1,5,2,2,Bad,1136.38,8.43,363,Yes,92.7,548.25,High_spent_Large_value_payments,Standard,0
47,99293.54,6532.13,8,8,1,1,2,4,Bad,26918.41,60.13,221,Yes,2245.93,1137.06,High_spent_Medium_value_payments,Poor,1
55,20592.78,1284.26,5,6,1,4,3,4,Good,4447.87,13.87,290,Yes,401.46,265.0,High_spent_Small_value_payments,Good,0
55,18178.41,1123.05,5,8,1,7,1,1,Good,5306.24,14.1,284,No,393.57,156.6,High_spent_Large_value_payments,Good,0
62,71853.8,4495.56,2,4,1,1,2,1,Standard,27263.89,36.43,210,Yes,2290.77,403.86,Low_spent_Large_value_payments,Poor,0
68,44494.98,2911.93,2,4,0,10,5,3,Good,13865.78,4.7,417,No,1236.17,585.57,Low_spent_Small_value_payments,Good,0
25,20686.67,1301.97,2,6,0,13,4,1,Standard,5457.99,45.96,46,Yes,395.49,252.53,High_spent_Small_value_payments,Poor,1
44,41356.09,2905.91,6,4,0,0,1,1,Standard,11220.81,34.04,232,Yes,894.71,269.87,Low_spent_Large_value_payments,Standard,0
44,19624.78,1276.11,7,8,0,5,2,2,Standard,8761.8,45.32,135,Yes,722.12,50.0,Low_spent_Large_value_payments,Poor,1
51,70297.59,4262.63,4,5,5,4,3,3,Standard,15119.36,26.63,224,No,208.48,2063.17,Low_spent_Small_value_payments,Good,0
38,68653.17,4661.58,7,5,2,0,1,1,Standard,10153.03,61.74,173,Yes,505.61,1629.94,Low_spent_Small_value_payments,Standard,0
47,49971.28,3176.3,8,5,1,4,1,1,Bad,15540.83,26.42,153,Yes,1037.93,404.6,Low_spent_Large_value_payments,Poor,1
50,45116.2,3026.37,3,6,1,2,2,3,Good,4427.76,30.67,267,Yes,310.97,1184.35,High_spent_Small_value_payments,Good,0
45,104476.02,6585.01,4,3,1,0,1,7,Good,63720.39,9.59,236,Yes,4609.51,50.0,Low_spent_Medium_value_payments,Poor,0
64,36308.67,2403.02,4,3,2,6,4,0,Standard,7928.84,45.58,322,Yes,270.67,1289.69,High_spent_Small_value_payments,Standard,0
50,17869.94,1221.68,3,6,3,26,8,3,Good,6397.64,34.58,133,No,208.93,622.15,Low_spent_Small_value_payments,Poor,1
22,47557.0,3331.53,3,6,1,6,1,4,Bad,13940.92,31.52,41,Yes,1377.89,684.53,Low_spent_Small_value_payments,Poor,1
65,126960.11,7976.76,2,3,2,5,3,2,Good,30992.27,43.81,298,Yes,1280.24,3624.0,High_spent_Small_value_payments,Good,1
36,19754.65,1256.94,3,4,3,11,3,1,Bad,6209.89,45.33,173,Yes,178.27,350.52,High_spent_Small_value_payments,Poor,1
21,29235.01,1901.14,5,8,2,7,2,1,Good,3556.36,56.72,30,No,170.83,1135.26,High_spent_Large_value_payments,Standard,0
52,46623.86,3265.74,2,5,1,8,4,0,Good,10157.99,1.8,103,Yes,754.69,1412.39,High_spent_Large_value_payments,Good,0
66,35159.74,2452.92,6,3,6,0,2,3,Good,7076.85,34.33,286,No,95.08,1368.1,Low_spent_Medium_value_payments,Good,0
34,20143.12,1228.2,4,4,2,0,2,3,Standard,1291.81,9.42,93,Yes,62.15,466.79,High_spent_Small_value_payments,Standard,0
61,71190.5,4373.18,4,8,2,11,4,3,Good,7489.1,26.34,276,Yes,294.34,2650.27,High_spent_Large_value_payments,Good,0
45,146096.76,9550.06,4,4,1,12,4,1,Standard,29782.95,23.08,108,No,2906.74,2900.92,High_spent_Large_value_payments,Standard,0
47,40850.69,2498.23,5,9,3,1,3,2,Standard,11787.28,17.39,297,Yes,351.56,906.12,Low_spent_Large_value_payments,Good,0
46,21111.2,1345.71,1,4,3,9,2,6,Standard,1599.05,13.46,102,Yes,48.7,742.73,High_spent_Medium_value_payments,Poor,1
63,15000.0,924.11,5,5,3,16,5,5,Good,3840.39,30.76,152,No,113.31,356.89,Low_spent_Large_value_payments,Poor,0
23,42394.99,2835.82,7,7,0,1,2,3,Good,11865.93,9.06,22,Yes,1089.23,450.59,High_spent_Large_value_payments,Standard,0
52,70426.61,4950.02,5,2,0,0,2,4,Standard,13990.28,18.92,104,No,1332.28,939.84,Low_spent_Medium_value_payments,Standard,1
58,48295.84,3419.25,2,4,1,1,4,5,Good,9718.62,19.74,231,Yes,954.15,1381.86,Low_spent_Medium_value_payments,Good,0
54,36263.16,2323.2,4,3,3,5,5,5,Good,13119.26,42.45,155,No,321.02,752.38,Low_spent_Small_value_payments,Standard,0
41,25500.08,1695.48,1,7,3,12,4,1,Good,11384.51,16.39,147,No,376.58,309.83,High_spent_Medium_value_payments,Standard,1
46,18858.18,1306.42,6,3,2,5,2,5,Bad,3573.84,58.4,201,No,167.97,670.61,Low_spent_Large_value_payments,Poor,1
66,59925.1,3671.76,4,7,2,1,1,5,Good,26565.3,16.93,322,Yes,1115.63,780.43,Low_spent_Small_value_payments,Good,1
63,62834.71,4239.48,3,6,0,2,5,2,Good,7409.78,25.71,443,No,595.76,1732.21,High_spent_Small_value_payments,Good,0
48,15000.0,966.44,5,3,2,3,4,5,Bad,2274.1,34.05,297,Yes,91.82,311.39,Low_spent_Large_value_payments,Poor,1
52,94268.6,5866.64,5,2,2,0,2,4,Standard,2202.49,20.32,251,Yes,95.63,3564.45,Low_spent_Large_value_payments,Good,1
50,51248.56,3298.52,7,3,4,6,1,4,Standard,10393.58,12.33,218,No,234.05,1294.46,High_spent_Medium_value_payments,Good,0
69,84099.57,5115.18,4,4,4,6,2,3,Good,29058.56,25.22,288,No,650.69,2008.54,High_spent_Large_value_payments,Good,1
